id	name	species	type.0	type.1	height	weight	abilities.0	abilities.1	stats.hp	stats.attack	stats.defense	stats.sp_atk	stats.sp_def	stats.speed	stats.total	evolution.0	evolution.1	evolution.2	description	gen	abilities.2	evolution.3	abilities.3	abilities.4	abilities.5
452	Drapion	Ogre Scorp Pokemon	Poison	Dark	1.3m	61.5 kg	Battle Armor	Sniper	70	90	110	60	75	95	500				Description not available yet	4	Keen Eye				
147	Dratini	Dragon Pokemon	Dragon		1.80m	3.3 kg	Shed Skin	Marvel Scale	41	64	45	50	50	50	300	Dratini	Dragonair	Dragonite	It is called the Mirage Pokemon because so few have seen it. Its shed skin has been found.	1					
426	Drifblim	Blimp Pokemon	Ghost	Flying	1.2m	15 kg	Aftermath	Unburden	150	80	44	90	54	80	498				Description not available yet	4	Flare Boost				
425	Drifloon	Balloon Pokemon	Ghost	Flying	0.4m	1.2 kg	Aftermath	Unburden	90	50	34	60	44	70	348				Description not available yet	4	Flare Boost				
529	Drilbur	Mole Pokemon	Ground		0.3m	8.5 kg	Sand Rush	Sand Force	60	85	40	30	45	68	328				Description not available yet	5	Mold Breaker				
096	Drowzee	Hypnosis Pokemon	Psychic		0.99m	32.4 kg	Forewarn	Insomnia	60	48	45	43	90	42	328	Drowzee	Hypno		It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams.	1	Inner Focus				
621	Druddigon	Cave Pokemon	Dragon		1.6m	139 kg	Rough Skin	Sheer Force	77	120	90	60	90	48	485				Description not available yet	5	Mold Breaker				
580	Ducklett	Water Bird Pokemon	Water	Flying	0.5m	5.5 kg	Keen Eye	Big Pecks	62	44	50	44	50	55	305				Description not available yet	5	Hydration				
051	Dugtrio	Mole Pokemon	Ground		0.71m	33.3 kg	Arena Trap	Sand Veil	35	80	50	50	70	120	405	Diglett	Dugtrio		Its three heads move alternately, driving it through tough soil to depths of over 60 miles.	1	Sand Force				
206	Dunsparce	Land Snake Pokemon	Normal		1.5m	14 kg	Serene Grace	Run Away	100	70	70	65	65	45	415				Description not available yet	2	Rattled				
578	Duosion	Mitosis Pokemon	Psychic		0.6m	8 kg	Overcoat	Magic Guard	65	40	50	125	60	30	370				Description not available yet	5	Regenerator				
632	Durant	Iron Ant Pokemon	Bug	Steel	0.3m	33 kg	Swarm	Hustle	58	109	112	48	48	109	484				Description not available yet	5	Truant				
356	Dusclops	Beckon Pokemon	Ghost		1.6m	30.6 kg	Pressure	Frisk	40	70	130	60	130	25	455				Description not available yet	3					
477	Dusknoir	Gripper Pokemon	Ghost		2.2m	106.6 kg	Pressure	Frisk	45	100	135	65	135	45	525				Description not available yet	4					
355	Duskull	Requiem Pokemon	Ghost		0.8m	15 kg	Levitate	Frisk	20	40	90	30	90	25	295				Description not available yet	3					
269	Dustox	Poison Moth Pokemon	Bug	Poison	1.2m	31.6 kg	Shield Dust	Compoundeyes	60	50	70	50	90	65	385				Description not available yet	3					
557	Dwebble	Rock Inn Pokemon	Bug	Rock	0.3m	14.5 kg	Sturdy	Shell Armor	50	65	85	35	35	55	325				Description not available yet	5	Weak Armor				
603	Eelektrik	EleFish Pokemon	Electric		1.2m	22 kg	Levitate		65	85	70	75	70	40	405				Description not available yet	5					
604	Eelektross	EleFish Pokemon	Electric		2.1m	80.5 kg	Levitate		85	115	80	105	80	50	515				Description not available yet	5					
133	Eevee	Evolution Pokemon	Normal		0.30m	6.5 kg	Adaptability	Run Away	55	55	50	45	65	55	325	Vaporeon	Jolteon	Flareon	Thanks to its unstable genetic makeup, this special Pokemon conceals many different possible evolutions.	1	Anticipation	Eevee			
023	Ekans	Snake Pokemon	Poison		2.01m	6.9 kg	Intimidate	Shed Skin	35	60	44	40	54	55	288	Ekans	Arbok		It sneaks through grass without making a sound and strikes unsuspecting prey from behind.	1	Unnerve				
125	Electabuzz	Electric Pokemon	Electric		1.09m	30.0 kg	Static	Vital Spirit	65	83	57	95	85	105	490	Electabuzz			Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.	1					
466	Electivire	Thunderbolt Pokemon	Electric		1.8m	138.6 kg	Motor Drive	Vital Spirit	75	123	67	95	85	95	540				Description not available yet	4					
309	Electrike	Lightning Pokemon	Electric		0.6m	15.2 kg	Static	Lightningrod	40	45	40	65	40	65	295				Description not available yet	3	Minus				
101	Electrode	Ball Pokemon	Electric		1.19m	66.6 kg	Soundproof	Static	60	50	70	80	80	140	480	Voltorb	Electrode		It is known to drift on winds if it is bloated to bursting with stored electricity.	1	Aftermath				
239	Elekid	Electric Pokemon	Electric		0.6m	23.5 kg	Static	Vital Spirit	45	63	37	65	55	95	360				Description not available yet	2					
605	Elgyem	Cerebral Pokemon	Psychic		0.5m	9 kg	Telepathy	Synchronize	55	55	55	85	55	30	335				Description not available yet	5	Analytic				
500	Emboar	Mega Fire Pig Pokemon	Fire	Fighting	1.6m	150 kg	Blaze	Reckless	110	123	65	100	65	65	528				Description not available yet	5					
587	Emolga	Sky Squirrel Pokemon	Electric	Flying	0.4m	5 kg	Static	Motor Drive	55	75	60	75	60	103	428				Description not available yet	5					
395	Empoleon	Emperor Pokemon	Water	Steel	1.7m	84.5 kg	Torrent	Defiant	84	86	88	111	101	60	530				Description not available yet	4					
244	Entei	Volcano Pokemon	Fire		2.1m	198 kg	Pressure	Inner Focus	115	115	85	90	75	100	580				Description not available yet	2					
589	Escavalier	Cavalry Pokemon	Bug	Steel	1m	33 kg	Swarm	Shell Armor	70	135	105	60	105	20	495				Description not available yet	5	Overcoat				
196	Espeon	Sun Pokemon	Psychic		0.9m	26.5 kg	Synchronize	Magic Bounce	65	65	60	130	95	110	525				Description not available yet	2					
677	Espurr	Restraint Pokemon	Psychic		0.3m	3.5 kg	Keen Eye	Infiltrator	62	48	54	63	60	68	355				Description not available yet	6	Own Tempo				
530	Excadrill	Subterrene Pokemon	Ground	Steel	0.7m	40.4 kg	Sand Rush	Sand Force	110	135	60	50	65	88	508				Description not available yet	5	Mold Breaker				
102	Exeggcute	Egg Pokemon	Grass	Psychic	0.41m	2.5 kg	Chlorophyll	Harvest	60	40	80	60	45	40	325	Exeggcute	Exeggutor		Its six eggs converse using telepathy. They can quickly gather if they become separated.	1					
103	Exeggutor	Coconut Pokemon	Grass	Psychic	2.01m	120.0 kg	Chlorophyll	Harvest	95	95	85	125	65	55	520	Exeggcute	Exeggutor		It is called The Walking Jungle. If a head grows too big, it falls off and becomes an Exeggcute.	1					
295	Exploud	Loud Noise Pokemon	Normal		1.5m	84 kg	Soundproof	Scrappy	104	91	63	91	73	68	490				Description not available yet	3					
083	Farfetch'd	Wild Duck Pokemon	Normal	Flying	0.79m	15.0 kg	Inner Focus	Keen Eye	52	65	55	58	62	60	352				It cant live without the stalk it holds. Thats why it defends the stalk from attackers with its life.	1	Defiant				
022	Fearow	Beak Pokemon	Normal	Flying	1.19m	38.0 kg	Keen Eye	Sniper	65	90	65	61	61	100	442	Spearow	Fearow		It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.	1					
349	Feebas	Fish Pokemon	Water		0.6m	7.4 kg	Swift Swim	Oblivious	20	15	20	10	55	80	200				Description not available yet	3	Adaptability				
653	Fennekin	Fox Pokemon	Fire		0.4m	9.4 kg	Blaze	Magician	40	45	40	62	60	60	307				Description not available yet	6					
160	Feraligatr	Big Jaw Pokemon	Water		2.3m	88.8 kg	Torrent	Sheer Force	85	105	100	79	83	78	530				Description not available yet	2					
597	Ferroseed	Thorn Seed Pokemon	Grass	Steel	0.6m	18.8 kg	Iron Barbs		44	50	91	24	86	10	305				Description not available yet	5					
598	Ferrothorn	Thorn Pod Pokemon	Grass	Steel	1m	110 kg	Iron Barbs	Anticipation	74	94	131	54	116	20	489				Description not available yet	5					
456	Finneon	Wing Fish Pokemon	Water		0.4m	7 kg	Swift Swim	Storm Drain	49	49	56	49	61	66	330				Description not available yet	4	Water Veil				
180	Flaaffy	Wool Pokemon	Electric		0.8m	13.3 kg	Static	Plus	70	55	55	80	60	45	365				Description not available yet	2					
669	Flabebe	Single Bloom Pokemon	Fairy		0.1m	0.1 kg	Flower Veil	Symbiosis	44	38	39	61	79	42	303				Description not available yet	6					
136	Flareon	Flame Pokemon	Fire		0.89m	25.0 kg	Flash Fire	Guts	65	130	60	95	110	65	525	Vaporeon	Jolteon	Flareon	Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F.	1		Eevee			
662	Fletchinder	Ember Pokemon	Fire	Flying	0.7m	16 kg	Flame Body	Gale Wings	62	73	55	56	52	84	382				Description not available yet	6					
661	Fletchling	Tiny Robin Pokemon	Normal	Flying	0.3m	1.7 kg	Big Pecks	Gale Wings	45	50	43	40	38	62	278				Description not available yet	6					
419	Floatzel	Sea Weasel Pokemon	Water		1.1m	33.5 kg	Swift Swim	Water Veil	85	105	55	85	50	115	495				Description not available yet	4					
670	Floette	Fairy Pokemon	Fairy		0.2m	0.9 kg	Flower Veil	Symbiosis	74	65	67	125	128	92	551				Description not available yet	6					
671	Florges	Garden Pokemon	Fairy		1.1m	10 kg	Flower Veil	Symbiosis	78	65	68	112	154	75	552				Description not available yet	6					
330	Flygon	Mystic Pokemon	Ground	Dragon	2m	82 kg	Levitate		80	100	80	80	80	100	520				Description not available yet	3					
753	Fomantis	Sickle Grass Pokemon	Grass		0.3m	1.5 kg	Leaf Guard	Contrary	40	55	35	50	35	35	250				Description not available yet	7					
590	Foongus	Mushroom Pokemon	Grass	Poison	0.2m	1 kg	Effect Spore	Regenerator	69	55	45	55	55	15	294				Description not available yet	5					
205	Forretress	Bagworm Pokemon	Bug	Steel	1.2m	125.8 kg	Sturdy	Overcoat	75	90	140	60	60	40	465				Description not available yet	2					
611	Fraxure	Axe Jaw Pokemon	Dragon		1m	36 kg	Rivalry	Mold Breaker	66	117	70	40	50	67	410				Description not available yet	5	Unnerve				
592	Frillish	Floating Pokemon	Water	Ghost	1.2m	33 kg	Water Absorb	Cursed Body	55	40	50	65	85	40	335				Description not available yet	5	Damp				
656	Froakie	Bubble Frog Pokemon	Water		0.3m	7 kg	Torrent	Protean	41	56	40	62	44	71	314				Description not available yet	6					
657	Frogadier	Bubble Frog Pokemon	Water		0.6m	10.9 kg	Torrent	Protean	54	63	52	83	56	97	405				Description not available yet	6					
478	Froslass	Snow Land Pokemon	Ice	Ghost	1.3m	26.6 kg	Snow Cloak	Cursed Body	70	80	70	80	70	110	480				Description not available yet	4					
676	Furfrou	Poodle Pokemon	Normal		1.2m	28 kg	Fur Coat		75	80	60	65	90	102	472				Description not available yet	6					
162	Furret	Long Body Pokemon	Normal		1.8m	32.5 kg	Run Away	Keen Eye	85	76	64	45	55	90	415				Description not available yet	2	Frisk				
444	Gabite	Cave Pokemon	Dragon	Ground	1.4m	56 kg	Sand Veil	Rough Skin	68	90	65	50	55	82	410				Description not available yet	4					
475	Gallade	Blade Pokemon	Psychic	Fighting	1.6m	52 kg	Steadfast	Justified	68	165	95	65	115	110	618				Description not available yet	4					
596	Galvantula	EleSpider Pokemon	Bug	Electric	0.8m	14.3 kg	Compoundeyes	Unnerve	70	77	60	97	60	108	472				Description not available yet	5	Swarm				
569	Garbodor	Trash Heap Pokemon	Poison		1.9m	107.3 kg	Stench	Weak Armor	80	95	82	60	82	75	474				Description not available yet	5	Aftermath				
445	Garchomp	Mach Pokemon	Dragon	Ground	1.9m	95 kg	Sand Veil	Rough Skin	108	170	115	120	95	92	700				Description not available yet	4					
282	Gardevoir	Embrace Pokemon	Psychic	Fairy	1.6m	48.4 kg	Synchronize	Trace	68	85	65	165	135	100	618				Description not available yet	3	Telepathy				
092	Gastly	Gas Pokemon	Ghost	Poison	1.30m	0.1 kg	Levitate		30	35	30	100	35	80	310	Gastly	Haunter	Gengar	Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.	1					
423	Gastrodon	Sea Slug Pokemon	Water	Ground	0.9m	29.9 kg	Sticky Hold	Storm Drain	111	83	68	92	82	39	475				Description not available yet	4	Sand Force				
649	Genesect	Paleozoic Pokemon	Bug	Steel	1.5m	82.5 kg	Download		71	120	95	120	95	99	600				Description not available yet	5					
094	Gengar	Shadow Pokemon	Ghost	Poison	1.50m	40.5 kg	Levitate		60	65	60	130	75	110	500	Gastly	Haunter	Gengar	The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.	1					
074	Geodude	Rock Pokemon	Rock	Ground	0.41m	20.0 kg	Rock Head	Sturdy	40	80	100	30	30	20	300	Geodude	Graveler	Golem	At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.	1	Sand Veil				
443	Gible	Land Shark Pokemon	Dragon	Ground	0.7m	20.5 kg	Sand Veil	Rough Skin	58	70	45	40	45	42	300				Description not available yet	4					
526	Gigalith	Compressed Pokemon	Rock		1.7m	260 kg	Sturdy	Sand Stream	85	135	130	60	80	25	515				Description not available yet	5	Sand Force				
203	Girafarig	Long Neck Pokemon	Normal	Psychic	1.5m	41.5 kg	Inner Focus	Early Bird	70	80	65	90	65	85	455				Description not available yet	2	Sap Sipper				
487	Giratina	Renegade Pokemon	Ghost	Dragon	4.5m	750 kg	Pressure	Telepathy	150	120	100	120	100	90	680				Description not available yet	4	Levitate				
471	Glaceon	Fresh Snow Pokemon	Ice		0.8m	25.9 kg	Snow Cloak	Ice Body	65	60	110	130	95	65	525				Description not available yet	4					
362	Glalie	Face Pokemon	Ice		1.5m	256.5 kg	Inner Focus	Ice Body	80	120	80	120	80	100	580				Description not available yet	3	Moody				
431	Glameow	Catty Pokemon	Normal		0.5m	3.9 kg	Limber	Own Tempo	49	55	42	42	37	85	310				Description not available yet	4	Keen Eye				
207	Gligar	Flyscorpion Pokemon	Ground	Flying	1.1m	64.8 kg	Hyper Cutter	Sand Veil	65	75	105	35	65	85	430				Description not available yet	2	Immunity				
472	Gliscor	Fang Scorp Pokemon	Ground	Flying	2m	42.5 kg	Hyper Cutter	Sand Veil	75	95	125	45	75	95	510				Description not available yet	4	Poison Heal				
044	Gloom	Weed Pokemon	Grass	Poison	0.79m	8.6 kg	Chlorophyll	Stench	60	65	70	85	75	40	395	Oddish	Gloom	Vileplume	The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.	1					
673	Gogoat	Mount Pokemon	Grass		1.7m	91 kg	Sap Sipper	Grass Pelt	123	100	62	97	81	68	531				Description not available yet	6					
042	Golbat	Bat Pokemon	Poison	Flying	1.60m	55.0 kg	Inner Focus	Infiltrator	75	80	70	65	75	90	455	Zubat	Golbat	Crobat	Flitting around in the dead of night, it sinks its fangs into its prey and drains a nearly fatal amount of blood.	1					
118	Goldeen	Goldfish Pokemon	Water		0.61m	15.0 kg	Swift Swim	Water Veil	45	67	60	35	50	63	320	Goldeen	Seaking		Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn.	1	Lightning Rod				
055	Golduck	Duck Pokemon	Water		1.70m	76.6 kg	Cloud Nine	Damp	80	82	78	95	80	85	500	Psyduck	Golduck		When its forehead shines mysteriously, Golduck can use the full extent of its power.	1	Swift Swim				
076	Golem	Megaton Pokemon	Rock	Ground	1.40m	300.0 kg	Rock Head	Sturdy	80	120	130	55	65	45	495	Geodude	Graveler	Golem	Even dynamite cant harm its hard, boulder-like body. It sheds its hide just once a year.	1	Sand Veil				
622	Golett	Automaton Pokemon	Ground	Ghost	1m	92 kg	Iron Fist	Klutz	59	74	50	35	50	35	303				Description not available yet	5	No Guard				
768	Golisopod	Hard Scale Pokemon	Bug	Water	2m	108 kg	Emergency Exit		75	125	140	60	90	40	530				Description not available yet	7					
623	Golurk	Automaton Pokemon	Ground	Ghost	2.8m	330 kg	Iron Fist	Klutz	89	124	80	55	80	55	483				Description not available yet	5	No Guard				
706	Goodra	Dragon Pokemon	Dragon		2m	150.5 kg	Sap Sipper	Hydration	90	100	70	110	150	80	600				Description not available yet	6	Gooey				
704	Goomy	Soft Tissue Pokemon	Dragon		0.3m	2.8 kg	Sap Sipper	Hydration	45	50	35	55	75	40	300				Description not available yet	6	Gooey				
368	Gorebyss	South Sea Pokemon	Water		1.8m	22.6 kg	Swift Swim	Hydration	55	84	105	114	75	52	485				Description not available yet	3					
574	Gothita	Fixation Pokemon	Psychic		0.4m	5.8 kg	Frisk	Competitive	45	30	50	55	65	45	290				Description not available yet	5	Shadow Tag				
576	Gothitelle	Astral Body Pokemon	Psychic		1.5m	44 kg	Frisk	Competitive	70	55	95	95	110	65	490				Description not available yet	5	Shadow Tag				
575	Gothorita	Manipulate Pokemon	Psychic		0.7m	18 kg	Frisk	Competitive	60	45	70	75	85	55	390				Description not available yet	5	Shadow Tag				
711	Gourgeist	Pumpkin Pokemon	Ghost	Grass	1.7m	39 kg	Pickup	Frisk	85	100	122	58	75	54	494				Description not available yet	6	Insomnia				
210	Granbull	Fairy Pokemon	Fairy		1.4m	48.7 kg	Intimidate	Quick Feet	90	120	75	60	60	45	450				Description not available yet	2	Rattled				
075	Graveler	Rock Pokemon	Rock	Ground	0.99m	105.0 kg	Rock Head	Sturdy	55	95	115	45	45	35	390	Geodude	Graveler	Golem	It rolls on mountain paths to move. Once it builds momentum, no Pokemon can stop it without difficulty.	1	Sand Veil				
658	Greninja	Ninja Pokemon	Water	Dark	1.5m	40 kg	Torrent	Protean	72	145	67	153	71	132	640				Description not available yet	6	Battle Bond				
088	Grimer	Sludge Pokemon	Poison		0.89m	30.0 kg	Stench	Sticky Hold	80	80	50	40	50	25	325	Grimer	Muk		Born from sludge, these Pokemon now gather in polluted places and increase the bacteria in their bodies.	1	Poison Touch				
388	Grotle	Grove Pokemon	Grass		1.1m	97 kg	Overgrow	Shell Armor	75	89	85	55	65	36	405				Description not available yet	4					
383	Groudon	Continent Pokemon	Ground		3.5m	950 kg	Drought		100	180	160	150	90	90	770				Description not available yet	3					
253	Grovyle	Wood Gecko Pokemon	Grass		0.9m	21.6 kg	Overgrow	Unburden	50	65	45	85	65	95	405				Description not available yet	3					
058	Growlithe	Puppy Pokemon	Fire		0.71m	19.0 kg	Flash Fire	Intimidate	55	70	45	70	50	60	350	Growlithe	Arcanine		Extremely loyal to its Trainer, it will bark at those who approach the Trainer unexpectedly and run them out of town.	1	Justified				
736	Grubbin	Larva Pokemon	Bug		0.4m	4.4 kg	Swarm		47	62	45	55	45	46	300				Description not available yet	7					
326	Grumpig	Manipulate Pokemon	Psychic		0.9m	71.5 kg	Thick Fat	Own Tempo	80	45	65	90	110	80	470				Description not available yet	3	Gluttony				
316	Gulpin	Stomach Pokemon	Poison		0.4m	10.3 kg	Liquid Ooze	Sticky Hold	70	43	53	43	53	40	302				Description not available yet	3	Gluttony				
735	Gumshoos	Stakeout Pokemon	Normal		0.7m	14.2 kg	Stakeout	Strong Jaw	88	110	60	55	60	45	418				Description not available yet	7	Adaptability				
533	Gurdurr	Muscular Pokemon	Fighting		1.2m	40 kg	Guts	Sheer Force	85	105	85	40	50	40	405				Description not available yet	5	Iron Fist				
799	Guzzlord	Junkivore Pokemon	Dark	Dragon	5.5m	888 kg	Beast Boost		223	101	53	97	53	43	570				Description not available yet	7					
130	Gyarados	Atrocious Pokemon	Water	Flying	6.50m	235.0 kg	Intimidate	Moxie	95	125	79	60	100	81	540	Magikarp	Gyarados		Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.	1					
783	Hakamo-o	Scaly Pokemon	Dragon	Fighting	1.2m	47 kg	Bulletproof	Soundproof	55	75	90	65	70	65	420				Description not available yet	7	Overcoat				
440	Happiny	Playhouse Pokemon	Normal		0.6m	24.4 kg	Natural Cure	Serene Grace	100	5	5	15	65	30	220				Description not available yet	4	Friend Guard				
297	Hariyama	Arm Thrust Pokemon	Fighting		2.3m	253.8 kg	Thick Fat	Guts	144	120	60	40	60	50	474				Description not available yet	3	Sheer Force				
093	Haunter	Gas Pokemon	Ghost	Poison	1.60m	0.1 kg	Levitate		45	50	45	115	55	95	405	Gastly	Haunter	Gengar	It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.	1					
701	Hawlucha	Wrestling Pokemon	Fighting	Flying	0.8m	21.5 kg	Limber	Unburden	78	92	75	74	63	118	500				Description not available yet	6	Mold Breaker				
612	Haxorus	Axe Jaw Pokemon	Dragon		1.8m	105.5 kg	Rivalry	Mold Breaker	76	147	90	60	70	97	540				Description not available yet	5	Unnerve				
631	Heatmor	Anteater Pokemon	Fire		1.4m	58 kg	Gluttony	Flash Fire	85	97	66	105	66	65	484				Description not available yet	5	White Smoke				
485	Heatran	Lava Dome Pokemon	Fire	Steel	1.7m	430 kg	Flash Fire	Flame Body	91	90	106	130	106	77	600				Description not available yet	4					
695	Heliolisk	Generator Pokemon	Electric	Normal	1m	21 kg	Dry Skin	Sand Veil	62	55	52	109	94	109	481				Description not available yet	6	Solar Power				
694	Helioptile	Generator Pokemon	Electric	Normal	0.5m	6 kg	Dry Skin	Sand Veil	44	38	33	61	43	70	289				Description not available yet	6	Solar Power				
214	Heracross	Singlehorn Pokemon	Bug	Fighting	1.5m	54 kg	Swarm	Guts	80	185	115	40	105	75	600				Description not available yet	2	Moxie				
507	Herdier	Loyal Dog Pokemon	Normal		0.9m	14.7 kg	Intimidate	Sand Rush	65	80	65	35	65	60	370				Description not available yet	5	Scrappy				
449	Hippopotas	Hippo Pokemon	Ground		0.8m	49.5 kg	Sand Stream	Sand Force	68	72	78	38	42	32	330				Description not available yet	4					
450	Hippowdon	Heavyweight Pokemon	Ground		2m	300 kg	Sand Stream	Sand Force	108	112	118	68	72	47	525				Description not available yet	4					
107	Hitmonchan	Punching Pokemon	Fighting		1.40m	50.2 kg	Iron Fist	Keen Eye	50	105	79	35	110	76	455	Hitmonlee	Hitmonchan		The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.	1	Inner Focus				
106	Hitmonlee	Kicking Pokemon	Fighting		1.50m	49.8 kg	Limber	Reckless	50	120	53	35	110	87	455	Hitmonlee	Hitmonchan		Its legs can stretch double. First-time foes are startled by its extensible reach.	1	Unburden				
237	Hitmontop	Handstand Pokemon	Fighting		1.4m	48 kg	Intimidate	Technician	50	95	95	35	110	70	455				Description not available yet	2	Steadfast				
250	Ho-Oh	Rainbow Pokemon	Fire	Flying	3.8m	199 kg	Pressure	Regenerator	106	130	90	110	154	90	680				Description not available yet	2					
430	Honchkrow	Big Boss Pokemon	Dark	Flying	0.9m	27.3 kg	Insomnia	Super Luck	100	125	52	105	52	71	505				Description not available yet	4	Moxie				
679	Honedge	Sword Pokemon	Steel	Ghost	0.8m	2 kg	No Guard		45	80	100	35	37	28	325				Description not available yet	6					
720	Hoopa	Mischief Pokemon (Confined)Djinn Pokemonn (Unbound)	Psychic	Ghost	Nonem	None kg	Magician		80	160	60	170	130	80	680				Description not available yet	6					
163	Hoothoot	Owl Pokemon	Normal	Flying	0.7m	21.2 kg	Insomnia	Keen Eye	60	30	30	36	56	50	262				Description not available yet	2	Tinted Lens				
187	Hoppip	Cottonweed Pokemon	Grass	Flying	0.4m	0.5 kg	Chlorophyll	Leaf Guard	35	35	40	35	55	50	250				Description not available yet	2	Infiltrator				
116	Horsea	Dragon Pokemon	Water		0.41m	8.0 kg	Sniper	Swift Swim	30	40	70	70	25	60	295	Horsea	Seadra		It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees.	1	Damp				
229	Houndoom	Dark Pokemon	Dark	Fire	1.4m	35 kg	Early Bird	Flash Fire	75	90	90	140	90	115	600				Description not available yet	2	Unnerve				
228	Houndour	Dark Pokemon	Dark	Fire	0.6m	10.8 kg	Early Bird	Flash Fire	45	60	30	80	50	65	330				Description not available yet	2	Unnerve				
367	Huntail	Deep Sea Pokemon	Water		1.7m	27 kg	Swift Swim	Water Veil	55	104	105	94	75	52	485				Description not available yet	3					
635	Hydreigon	Brutal Pokemon	Dark	Dragon	1.8m	160 kg	Levitate		92	105	90	125	90	98	600				Description not available yet	5					
097	Hypno	Hypnosis Pokemon	Psychic		1.60m	75.6 kg	Forewarn	Insomnia	85	73	70	73	115	67	483	Drowzee	Hypno		Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up.	1	Inner Focus				
174	Igglybuff	Balloon Pokemon	Normal	Fairy	0.3m	1 kg	Cute Charm	Competitive	90	30	15	40	20	15	210				Description not available yet	2	Friend Guard				
314	Illumise	Firefly Pokemon	Bug		0.6m	17.7 kg	Oblivious	Tinted Lens	65	47	75	73	85	85	430				Description not available yet	3	Prankster				
727	Incineroar	Heel Pokemon	Fire	Dark	1.8m	83 kg	Blaze	Intimidate	95	115	90	80	90	60	530				Description not available yet	7					
392	Infernape	Flame Pokemon	Fire	Fighting	1.2m	55 kg	Blaze	Iron Fist	76	104	71	104	71	108	534				Description not available yet	4					
686	Inkay	Revolving Pokemon	Dark	Psychic	0.4m	3.5 kg	Contrary	Suction Cups	53	54	53	37	46	45	288				Description not available yet	6	Infiltrator				
002	Ivysaur	Seed Pokemon	Grass	Poison	0.99m	13.0 kg	Overgrow	Chlorophyll	60	62	63	80	80	60	405	Bulbasaur	Ivysaur	Venusaur	When the bud on its back starts swelling, a sweet aroma wafts to indicate the flowers coming bloom.	1					
782	Jangmo-o	Scaly Pokemon	Dragon		0.6m	29.7 kg	Bulletproof	Soundproof	45	55	65	45	45	45	300				Description not available yet	7	Overcoat				
593	Jellicent	Floating Pokemon	Water	Ghost	2.2m	135 kg	Water Absorb	Cursed Body	100	60	70	85	105	60	480				Description not available yet	5	Damp				
039	Jigglypuff	Balloon Pokemon	Normal	Fairy	0.51m	5.5 kg	Competitive	Cute Charm	115	45	20	45	25	20	270	Jigglypuff	Wigglytuff		Looking into its cute, round eyes makes it start singing a song so pleasant listeners cant help but fall asleep.	1	Friend Guard				
385	Jirachi	Wish Pokemon	Steel	Psychic	0.3m	1.1 kg	Serene Grace		100	100	100	100	100	100	600				Description not available yet	3					
135	Jolteon	Lightning Pokemon	Electric		0.79m	24.5 kg	Volt Absorb	Quick Feet	65	65	60	110	95	130	525	Vaporeon	Jolteon	Flareon	By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles.	1		Eevee			
595	Joltik	Attaching Pokemon	Bug	Electric	0.1m	0.6 kg	Compoundeyes	Unnerve	50	47	50	57	50	65	319				Description not available yet	5	Swarm				
189	Jumpluff	Cottonweed Pokemon	Grass	Flying	0.8m	3 kg	Chlorophyll	Leaf Guard	75	55	70	55	95	110	460				Description not available yet	2	Infiltrator				
124	Jynx	Human Shape Pokemon	Ice	Psychic	1.40m	40.6 kg	Forewarn	Oblivious	65	50	35	115	95	95	455	Jynx			Its cries sound like human speech. However, it is impossible to tell what it is trying to say.	1	Dry Skin				
140	Kabuto	Shellfish Pokemon	Rock	Water	0.51m	11.5 kg	Battle Armor	Swift Swim	30	80	90	55	45	55	355	Kabuto	Kabutops		It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.	1	Weak Armor				
141	Kabutops	Shellfish Pokemon	Rock	Water	1.30m	40.5 kg	Battle Armor	Swift Swim	60	115	105	65	70	80	495	Kabuto	Kabutops		It is thought that this Pokemon came onto land because its prey adapted to life on land.	1	Weak Armor				
064	Kadabra	Psi Pokemon	Psychic		1.30m	56.5 kg	Inner Focus	Synchronize	40	35	30	120	70	105	400	Abra	Kadabra	Alakazam	It stares at its silver spoon to focus its mind. It emits more alpha waves while doing so.	1	Magic Guard				
014	Kakuna	Cocoon Pokemon	Bug	Poison	0.61m	10.0 kg	Shed Skin		45	25	50	25	25	35	205	Weedle	Kakuna	Beedrill	While awaiting evolution, it hides from predators under leaves and in nooks of branches.	1					
115	Kangaskhan	Parent Pokemon	Normal		2.21m	80.0 kg	Early Bird	Scrappy	105	95	80	40	80	90	490				It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.	1	Inner Focus				
